cve_asenta|nom_clave|nom_asenta|nom_tipo_asenta|nom_agem|nom_agee|nom_ciudad|cve_agee|cve_oficina|cve_tipo_asenta|cve_agem|nom_zona|cve_ciudad
"2638"|"51613"|"Santa Anita"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2639"|"51613"|"Sultepequito"|"Ejido"|"Sultepec"|"México"|""|"15"|"51601"|"15"|"80"|"Rural"|""
"2640"|"51613"|"Pepechuca"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2641"|"51613"|"San Hipólito Zacatales"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2642"|"51614"|"Las Peñas"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2643"|"51614"|"El Cristo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2644"|"51614"|"El Rincón del Cristo (Rinconada del Cristo)"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2645"|"51614"|"Momostle"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2646"|"51620"|"Puerto Frío"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2647"|"51620"|"Troja Vieja"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2648"|"51620"|"Aserradero Viejo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2649"|"51620"|"Los Epazotes"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2650"|"51623"|"Puentecillas"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2651"|"51623"|"Las Mesas"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2652"|"51623"|"4 Cruces"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2653"|"51624"|"Trojes"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2654"|"51624"|"La Virgen"|"Ejido"|"Sultepec"|"México"|""|"15"|"51601"|"15"|"80"|"Rural"|""
"2655"|"51624"|"San José de Potrero"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2656"|"51624"|"2da. Manzana 4 Cruces"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2657"|"51633"|"Cruz de Cedro"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2658"|"51633"|"Manantial Guadalupe de Arriba"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2659"|"51633"|"Manantial Guadalupe de Abajo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2660"|"51634"|"Mextepec"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2661"|"51634"|"San Miguelito"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2662"|"51634"|"El Ranchito"|"Ranchería"|"Sultepec"|"México"|""|"15"|"51601"|"29"|"80"|"Rural"|""
"2663"|"51634"|"San Francisco de Asís"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2664"|"51635"|"El Potrero (Potrero de Guadalupe)"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2665"|"51636"|"Potzontepec"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2666"|"51636"|"El Calvarito"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2667"|"51637"|"Salayatla"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2668"|"51637"|"Salinas"|"Ranchería"|"Sultepec"|"México"|""|"15"|"51601"|"29"|"80"|"Rural"|""
"2669"|"51637"|"Atzumpa"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2670"|"51637"|"Rincón de los Aguilares"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2671"|"51637"|"El Teamate"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2672"|"51640"|"San Pedro Hueyahualco"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2673"|"51644"|"Jalpan (Jalpa)"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2674"|"51644"|"El Huizache"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2675"|"51645"|"San Miguel Totolmaloya"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2676"|"51645"|"Cojaltitla"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2677"|"51645"|"Tenanguillo de las Peñas"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2678"|"51645"|"Laguna Verde"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2679"|"51646"|"El Naranjo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2680"|"51647"|"Xochitla"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2681"|"51650"|"Las Joyas"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2682"|"51650"|"Coquillo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2683"|"51650"|"Metlaltepec"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2684"|"51650"|"Filo los Amates"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2685"|"51653"|"Laguna Seca"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2686"|"51653"|"Capulatengo"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2687"|"51654"|"Tehuilotepec"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2688"|"51654"|"San Nicolás del Cobre (San Nicolás)"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2689"|"51655"|"El Puerto del Teamate (Puerto de las Majadas)"|"Pueblo"|"Sultepec"|"México"|""|"15"|"51601"|"28"|"80"|"Rural"|""
"2690"|"51670"|"Texcaltitlán"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2691"|"51673"|"Palo Amarillo"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2692"|"51673"|"Tlacotepec"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2693"|"51673"|"Venta Morales ( El Pedregal )"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2694"|"51673"|"El Agostadero"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2695"|"51674"|"Palmillas"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2696"|"51674"|"Venta Morales (La Laguna)"|"Ejido"|"Texcaltitlán"|"México"|""|"15"|"51671"|"15"|"97"|"Rural"|""
"2697"|"51674"|"Ojo de Agua"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2698"|"51675"|"San Agustín"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2699"|"51675"|"Los Lirios"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2700"|"51675"|"El Chapaneal"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2701"|"51675"|"Gavia Chica ( Rincón )"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2702"|"51675"|"Las Tablas"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2703"|"51675"|"San José"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2704"|"51676"|"Texcapilla"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2705"|"51676"|"Nueva Santa María"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2706"|"51676"|"Llano Grande"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2707"|"51676"|"Santa María"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2708"|"51680"|"Las Lágrimas"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2709"|"51690"|"San Miguel"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2710"|"51693"|"Jesús del Monte"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2711"|"51693"|"Yuytepec"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2712"|"51693"|"Acatitlán"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2713"|"51694"|"Las Paredes"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2714"|"51694"|"Agua del Trébol"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2715"|"51695"|"Huayatenco"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2716"|"51695"|"Noxtepec"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2717"|"51695"|"Carbajal"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2718"|"51695"|"Rastrojo Largo"|"Ranchería"|"Texcaltitlán"|"México"|""|"15"|"51671"|"29"|"97"|"Rural"|""
"2719"|"51696"|"Chiquintepec"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2720"|"51697"|"San Francisco"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2721"|"51697"|"Arroyo Seco"|"Pueblo"|"Texcaltitlán"|"México"|""|"15"|"51671"|"28"|"97"|"Rural"|""
"2722"|"51700"|"Coatepec Harinas"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2723"|"51700"|"Primera de San Miguel (La Punta)"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2724"|"51704"|"Segunda de San Miguel (El Cerrito)"|"Barrio"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"2"|"21"|"Rural"|""
"2725"|"51705"|"Primera de Zacanguillo (Santo Niño Doctor)"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2726"|"51713"|"Guadalupe"|"Colonia"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"9"|"21"|"Rural"|""
"2727"|"51714"|"Plan de San Francisco"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2728"|"51714"|"Cuentla"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2729"|"51714"|"Cochisquila"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2730"|"51715"|"Primera de Analco"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2731"|"51716"|"El Potrero"|"Colonia"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"9"|"21"|"Rural"|""
"2732"|"51716"|"Acuitlapilco"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2733"|"51720"|"Zacatones"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2734"|"51720"|"San José del Progreso (San José)"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2735"|"51720"|"Santo Niño"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2736"|"51720"|"San Martín el Salto"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2737"|"51720"|"Loma de Acuitlapilco"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2738"|"51723"|"Agua Bendita"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2739"|"51723"|"El Picacho"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2740"|"51723"|"La Conchita"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2741"|"51723"|"La Providencia"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2742"|"51723"|"Potrero Redondo"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2743"|"51723"|"El Telar"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2744"|"51723"|"Las Trojes"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2745"|"51724"|"Segunda del Monte (La Presa)"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2746"|"51724"|"Primera del Monte (La Presa)"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2747"|"51724"|"Segunda de Zacanguillo"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2748"|"51724"|"Segunda de Analco"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2749"|"51724"|"Primera de Santa Ana"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2750"|"51724"|"Segunda de Santa Ana"|"Barrio"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"2"|"21"|"Rural"|""
"2751"|"51725"|"Las Jaras"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2752"|"51726"|"Agua Amarga"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2753"|"51726"|"San Fernando"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2754"|"51726"|"Los Fresnos"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2755"|"51727"|"El Potrerito"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2756"|"51727"|"Huayanalco"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2757"|"51727"|"La Rosa"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2758"|"51727"|"Piedras Anchas"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2759"|"51727"|"Tecolotepec"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2760"|"51727"|"Capulín Redondo"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2761"|"51727"|"Teocotitla"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2762"|"51730"|"Puerta del Carmen"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2763"|"51730"|"Llano Grande"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2764"|"51733"|"Meyuca de Morelos"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2765"|"51733"|"Baja de Laja Azul"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2766"|"51733"|"Alta de Laja Azul"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2767"|"51734"|"San Luis"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2768"|"51734"|"El Cedrito"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2769"|"51734"|"El Reynoso"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2770"|"51735"|"Adolfo López Mateos"|"Colonia"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"9"|"21"|"Rural"|""
"2771"|"51735"|"La Cercada"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2772"|"51750"|"La Laguna"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2773"|"51750"|"Chiltepec"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2774"|"51750"|"Las Vueltas"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2775"|"51753"|"La Galera"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2776"|"51753"|"Monte de las Vueltas"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2777"|"51754"|"Ixtlahuaca de Villada"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2778"|"51754"|"San Pedro"|"Ranchería"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"29"|"21"|"Rural"|""
"2779"|"51754"|"Las Mesas"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2780"|"51754"|"Cruz de Piedra"|"Pueblo"|"Coatepec Harinas"|"México"|""|"15"|"51701"|"28"|"21"|"Rural"|""
"2781"|"51760"|"Santa Cecilia"|"Barrio"|"Villa Guerrero"|"México"|""|"15"|"51761"|"2"|"113"|"Urbano"|""
"2782"|"51760"|"Villa Guerrero"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Urbano"|""
"2783"|"51760"|"15 de Mayo"|"Unidad habitacional"|"Villa Guerrero"|"México"|""|"15"|"51761"|"31"|"113"|"Rural"|""
"2784"|"51760"|"San Francisco"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2785"|"51765"|"El Islote"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2786"|"51765"|"San Felipe"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2787"|"51765"|"Coxcacuaco"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2788"|"51765"|"Ejido de San Mateo Coapexco"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2789"|"51765"|"Jesús Carranza"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2790"|"51765"|"Buenavista"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2791"|"51766"|"Progreso Hidalgo"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2792"|"51767"|"Ejido de la Finca"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2793"|"51767"|"La Finca"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2794"|"51767"|"Potrero Nuevo"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2795"|"51773"|"Cruz Vidriada"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2796"|"51773"|"San Diego"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2797"|"51775"|"Santa María"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2798"|"51775"|"La Joya"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2799"|"51776"|"San Lucas"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2800"|"51776"|"San Miguel"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2801"|"51777"|"San José"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2802"|"51777"|"San Bartolomé"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2803"|"51777"|"Los Ranchos de San José"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2804"|"51777"|"Cuajimalpa"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2805"|"51777"|"El Moral"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2806"|"51777"|"Zangillas"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2807"|"51780"|"Matlazinca"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2808"|"51783"|"Zacango"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2809"|"51783"|"San Mateo Coapexco"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2810"|"51783"|"Venturero de Zacango"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2811"|"51783"|"Santiago Oxtotitlán"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2812"|"51784"|"El Carmen"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2813"|"51784"|"El Izote"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2814"|"51784"|"San Pedro Buenos Aires"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2815"|"51784"|"Totolmajac"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2816"|"51785"|"Porfirio Díaz"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2817"|"51786"|"Potrero de la Sierra"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2818"|"51786"|"San Gaspar"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2819"|"51786"|"La Loma de la Concepción"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2820"|"51786"|"Tequimilpa"|"Pueblo"|"Villa Guerrero"|"México"|""|"15"|"51761"|"28"|"113"|"Rural"|""
"2821"|"51786"|"El Peñon"|"Ranchería"|"Villa Guerrero"|"México"|""|"15"|"51761"|"29"|"113"|"Rural"|""
"2822"|"51800"|"Tlapexco"|"Ranchería"|"Zacualpan"|"México"|""|"15"|"51801"|"29"|"117"|"Rural"|""
"2823"|"51800"|"Zacualpan"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2824"|"51800"|"Los Zapotes (Barrio San José)"|"Barrio"|"Zacualpan"|"México"|""|"15"|"51801"|"2"|"117"|"Rural"|""
"2825"|"51800"|"Santiago"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2826"|"51800"|"Paraje el Cuetzillo"|"Ranchería"|"Zacualpan"|"México"|""|"15"|"51801"|"29"|"117"|"Rural"|""
"2827"|"51810"|"Huizoltepec"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2828"|"51813"|"Ayotuxco"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2829"|"51814"|"Coloxtitlán"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2830"|"51814"|"San Juan"|"Ranchería"|"Zacualpan"|"México"|""|"15"|"51801"|"29"|"117"|"Rural"|""
"2831"|"51814"|"Tezicapan"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2832"|"51815"|"Gama de la Paz"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2833"|"51815"|"El Sitio"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
"2834"|"51815"|"San Jerónimo"|"Ranchería"|"Zacualpan"|"México"|""|"15"|"51801"|"29"|"117"|"Rural"|""
"2835"|"51815"|"Zotzocola"|"Pueblo"|"Zacualpan"|"México"|""|"15"|"51801"|"28"|"117"|"Rural"|""
